year,country,region,happiness_rank,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom,generosity,perceptions_of_corruption,dystopia_residual,standard_error,lower_ci,upper_ci,whisker_high,whisker_low
2016,Trinidad and Tobago,Latin America and Caribbean,43,6.168,1.32572,0.98569,0.52608,0.48453,0.31935,0.01241,2.51394,,5.95,6.386,,
2016,Venezuela,Latin America and Caribbean,44,6.084,1.13367,1.03302,0.61904,0.19847,0.0425,0.08304,2.97468,,5.973,6.195,,
2016,Slovakia,Central and Eastern Europe,45,6.078,1.27973,1.08268,0.70367,0.23391,0.13837,0.02947,2.61065,,5.996,6.16,,
2016,El Salvador,Latin America and Caribbean,46,6.068,0.8737,0.80975,0.596,0.37269,0.08877,0.10613,3.22134,,5.967,6.169,,
2016,Malaysia,Southeastern Asia,47,6.005,1.25142,0.88025,0.62366,0.39031,0.41474,0.09081,2.35384,,5.921,6.089,,
2016,Nicaragua,Latin America and Caribbean,48,5.992,0.69384,0.89521,0.65213,0.46582,0.29773,0.16292,2.82428,,5.877,6.107,,
2016,Uzbekistan,Central and Eastern Europe,49,5.987,0.73591,1.1681,0.50163,0.60848,0.34326,0.28333,2.34638,,5.896,6.078,,
2016,Italy,Western Europe,50,5.977,1.35495,1.04167,0.85102,0.18827,0.16684,0.02556,2.34918,,5.898,6.056,,
2016,Ecuador,Latin America and Caribbean,51,5.976,0.97306,0.85974,0.68613,0.4027,0.10074,0.18037,2.77366,,5.88,6.072,,
2016,Belize,Latin America and Caribbean,52,5.956,0.87616,0.68655,0.45569,0.51231,0.23684,0.10771,3.08039,,5.71,6.202,,
2016,Japan,Eastern Asia,53,5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985,1.80584,,5.85,5.992,,
2016,Kazakhstan,Central and Eastern Europe,54,5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132,2.49325,,5.837,6.001,,
2016,Moldova,Central and Eastern Europe,55,5.897,0.69177,0.83132,0.52309,0.25202,0.19997,0.01903,3.38007,,5.823,5.971,,
2016,Russia,Central and Eastern Europe,56,5.856,1.23228,1.05261,0.58991,0.32682,0.02736,0.03586,2.59115,,5.789,5.923,,
2016,Poland,Central and Eastern Europe,57,5.835,1.24585,1.04685,0.69058,0.4519,0.14443,0.055,2.20035,,5.749,5.921,,
2016,South Korea,Eastern Asia,57,5.835,1.35948,0.72194,0.88645,0.25168,0.18824,0.07716,2.35015,,5.747,5.923,,
2016,Bolivia,Latin America and Caribbean,59,5.822,0.79422,0.83779,0.4697,0.50961,0.21698,0.07746,2.91635,,5.74,5.904,,
2016,Lithuania,Central and Eastern Europe,60,5.813,1.2692,1.06411,0.64674,0.18929,0.02025,0.0182,2.60525,,5.734,5.892,,
2016,Belarus,Central and Eastern Europe,61,5.802,1.13062,1.04993,0.63104,0.29091,0.13942,0.17457,2.38582,,5.723,5.881,,
2016,North Cyprus,Western Europe,62,5.771,1.31141,0.81826,0.84142,0.43596,0.26322,0.16578,1.93447,,5.67,5.872,,
2016,Slovenia,Central and Eastern Europe,63,5.768,1.29947,1.05613,0.79151,0.53164,0.25738,0.03635,1.79522,,5.683,5.853,,
2016,Peru,Latin America and Caribbean,64,5.743,0.99602,0.81255,0.62994,0.37502,0.14527,0.05292,2.73117,,5.647,5.839,,
2016,Turkmenistan,Central and Eastern Europe,65,5.658,1.08017,1.03817,0.44006,0.37408,0.22567,0.28467,2.21489,,5.58,5.736,,
2016,Mauritius,Sub-Saharan Africa,66,5.648,1.14372,0.75695,0.66189,0.46145,0.36951,0.05203,2.20223,,5.507,5.789,,
2016,Libya,Middle East and Northern Africa,67,5.615,1.06688,0.95076,0.52304,0.40672,0.17087,0.10339,2.39374,,5.406,5.824,,
2016,Latvia,Central and Eastern Europe,68,5.56,1.21788,0.95025,0.63952,0.27996,0.17445,0.0889,2.20859,,5.486,5.634,,
2016,Cyprus,Western Europe,69,5.546,1.31857,0.70697,0.8488,0.29507,0.27906,0.05228,2.04497,,5.442,5.65,,
2016,Paraguay,Latin America and Caribbean,70,5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396,2.16091,,5.453,5.623,,
2016,Romania,Central and Eastern Europe,71,5.528,1.1697,0.72803,0.67602,0.36712,0.12889,0.00679,2.45184,,5.427,5.629,,
2016,Estonia,Central and Eastern Europe,72,5.517,1.27964,1.05163,0.68098,0.41511,0.08423,0.18519,1.81985,,5.437,5.597,,
2016,Jamaica,Latin America and Caribbean,73,5.51,0.89333,0.96372,0.59469,0.43597,0.22245,0.04294,2.35682,,5.315,5.705,,
2016,Croatia,Central and Eastern Europe,74,5.488,1.18649,0.60809,0.70524,0.23907,0.18434,0.04002,2.52462,,5.402,5.574,,
2016,Hong Kong,Eastern Asia,75,5.458,1.5107,0.87021,0.95277,0.48079,0.40097,0.31647,0.92614,,5.362,5.554,,
2016,Somalia,Sub-Saharan Africa,76,5.44,0.0,0.33613,0.11466,0.56778,0.27225,0.3118,3.83772,,5.321,5.559,,
2016,Kosovo,Central and Eastern Europe,77,5.401,0.90145,0.66062,0.54,0.14396,0.27992,0.06547,2.80998,,5.308,5.494,,
2016,Turkey,Middle East and Northern Africa,78,5.389,1.16492,0.87717,0.64718,0.23889,0.04707,0.12348,2.29074,,5.295,5.483,,
2016,Indonesia,Southeastern Asia,79,5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322,2.03171,,5.237,5.391,,
2016,Jordan,Middle East and Northern Africa,80,5.303,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297,2.20142,,5.187,5.419,,
2016,Azerbaijan,Central and Eastern Europe,81,5.291,1.12373,0.76042,0.54504,0.35327,0.0564,0.17914,2.2735,,5.226,5.356,,
2016,Philippines,Southeastern Asia,82,5.279,0.81217,0.87877,0.47036,0.54854,0.21674,0.11757,2.23484,,5.16,5.398,,
2016,China,Eastern Asia,83,5.245,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745,2.17087,,5.199,5.291,,
2016,Bhutan,Southern Asia,84,5.196,0.8527,0.90836,0.49759,0.46074,0.48546,0.1616,1.82916,,5.138,5.254,,
2016,Kyrgyzstan,Central and Eastern Europe,85,5.185,0.56044,0.95434,0.55449,0.40212,0.38432,0.04762,2.28136,,5.103,5.267,,
2016,Serbia,Central and Eastern Europe,86,5.177,1.03437,0.81329,0.6458,0.15718,0.20737,0.04339,2.27539,,5.083,5.271,,
2016,Bosnia and Herzegovina,Central and Eastern Europe,87,5.163,0.93383,0.64367,0.70766,0.09511,0.29889,0.0,2.48406,,5.063,5.263,,
2016,Montenegro,Central and Eastern Europe,88,5.161,1.07838,0.74173,0.63533,0.15111,0.17191,0.12721,2.25531,,5.055,5.267,,
2016,Dominican Republic,Latin America and Caribbean,89,5.155,1.02787,0.99496,0.57669,0.52259,0.21286,0.12372,1.69626,,5.037,5.273,,
2016,Morocco,Middle East and Northern Africa,90,5.151,0.84058,0.38595,0.59471,0.25646,0.04053,0.08404,2.94891,,5.058,5.244,,
2016,Hungary,Central and Eastern Europe,91,5.145,1.24142,0.93164,0.67608,0.1977,0.099,0.04472,1.95473,,5.056,5.234,,
2016,Pakistan,Southern Asia,92,5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388,3.18286,,5.038,5.226,,
2016,Lebanon,Middle East and Northern Africa,93,5.129,1.12268,0.64184,0.76171,0.26228,0.23693,0.03061,2.07339,,5.031,5.227,,
2016,Portugal,Western Europe,94,5.123,1.27607,0.94367,0.79363,0.44727,0.11691,0.01521,1.53015,,5.03,5.216,,
2016,Macedonia,Central and Eastern Europe,95,5.121,1.0193,0.78236,0.64738,0.27668,0.23507,0.07047,2.08947,,5.017,5.225,,
2016,Vietnam,Southeastern Asia,96,5.061,0.74037,0.79117,0.66157,0.55954,0.25075,0.11556,1.9418,,4.991,5.131,,
2016,Somaliland Region,Sub-Saharan Africa,97,5.057,0.25558,0.75862,0.33108,0.3913,0.51479,0.36794,2.43801,,4.934,5.18,,
2016,Tunisia,Middle East and Northern Africa,98,5.045,0.97724,0.43165,0.59577,0.23553,0.03936,0.0817,2.68413,,4.965,5.125,,
2016,Greece,Western Europe,99,5.033,1.24886,0.75473,0.80029,0.05822,0.0,0.04127,2.12944,,4.935,5.131,,
2016,Tajikistan,Central and Eastern Europe,100,4.996,0.48835,0.75602,0.53119,0.43408,0.25998,0.13509,2.39106,,4.923,5.069,,
2016,Mongolia,Eastern Asia,101,4.907,0.98853,1.08983,0.55469,0.35972,0.34539,0.03285,1.53586,,4.838,4.976,,
2016,Laos,Southeastern Asia,102,4.876,0.68042,0.5497,0.38291,0.52168,0.43079,0.22423,2.08637,,4.742,5.01,,
2016,Nigeria,Sub-Saharan Africa,103,4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305,2.88586,,4.75,5.0,,
2016,Honduras,Latin America and Caribbean,104,4.871,0.69429,0.75596,0.58383,0.26755,0.2044,0.06906,2.29551,,4.75,4.992,,
2016,Iran,Middle East and Northern Africa,105,4.813,1.11758,0.38857,0.64232,0.22544,0.38538,0.0557,1.99817,,4.703,4.923,,
2016,Zambia,Sub-Saharan Africa,106,4.795,0.61202,0.6376,0.23573,0.42662,0.17866,0.11479,2.58991,,4.645,4.945,,
2016,Nepal,Southern Asia,107,4.793,0.44626,0.69699,0.50073,0.37012,0.3816,0.07008,2.32694,,4.698,4.888,,
2016,Palestinian Territories,Middle East and Northern Africa,108,4.754,0.67024,0.71629,0.56844,0.17744,0.11154,0.10613,2.40364,,4.649,4.859,,
2016,Albania,Central and Eastern Europe,109,4.655,0.9553,0.50163,0.73007,0.31866,0.1684,0.05301,1.92816,,4.546,4.764,,
2016,Bangladesh,Southern Asia,110,4.643,0.54177,0.24749,0.52989,0.39778,0.19132,0.12583,2.60904,,4.56,4.726,,
2016,Sierra Leone,Sub-Saharan Africa,111,4.635,0.36485,0.628,0.0,0.30685,0.23897,0.08196,3.01402,,4.505,4.765,,
2016,Iraq,Middle East and Northern Africa,112,4.575,1.07474,0.59205,0.51076,0.24856,0.19589,0.13636,1.81657,,4.446,4.704,,
2016,Namibia,Sub-Saharan Africa,113,4.574,0.93287,0.70362,0.34745,0.48614,0.07795,0.10398,1.92198,,4.374,4.774,,
2016,Cameroon,Sub-Saharan Africa,114,4.513,0.52497,0.62542,0.12698,0.42736,0.2268,0.06126,2.5198,,4.417,4.609,,
2016,Ethiopia,Sub-Saharan Africa,115,4.508,0.29283,0.37932,0.34578,0.36703,0.29522,0.1717,2.65614,,4.425,4.591,,
2016,South Africa,Sub-Saharan Africa,116,4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415,1.64227,,4.371,4.547,,
2016,Sri Lanka,Southern Asia,117,4.415,0.97318,0.84783,0.62007,0.50817,0.46978,0.07964,0.91681,,4.322,4.508,,
2016,India,Southern Asia,118,4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722,2.18032,,4.351,4.457,,
2016,Myanmar,Southeastern Asia,119,4.395,0.34112,0.69981,0.3988,0.42692,0.81971,0.20243,1.50655,,4.327,4.463,,
2016,Egypt,Middle East and Northern Africa,120,4.362,0.95395,0.49813,0.52116,0.18847,0.12706,0.10393,1.96895,,4.259,4.465,,
2016,Armenia,Central and Eastern Europe,121,4.36,0.86086,0.62477,0.64083,0.14037,0.07793,0.03616,1.97864,,4.266,4.454,,
2016,Kenya,Sub-Saharan Africa,122,4.356,0.52267,0.7624,0.30147,0.40576,0.41328,0.06686,1.88326,,4.259,4.453,,
2016,Ukraine,Central and Eastern Europe,123,4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829,1.50066,,4.236,4.412,,
2016,Ghana,Sub-Saharan Africa,124,4.276,0.63107,0.49353,0.29681,0.40973,0.21203,0.0326,2.2002,,4.185,4.367,,
2016,Congo (Kinshasa),Sub-Saharan Africa,125,4.272,0.05661,0.80676,0.188,0.15602,0.25458,0.06075,2.74924,,4.191,4.353,,
2016,Georgia,Central and Eastern Europe,126,4.252,0.83792,0.19249,0.64035,0.32461,0.06786,0.3188,1.87031,,4.164,4.34,,
2016,Congo (Brazzaville),Sub-Saharan Africa,127,4.236,0.77109,0.47799,0.28212,0.37938,0.12077,0.09753,2.10681,,4.107,4.365,,
2016,Senegal,Sub-Saharan Africa,128,4.219,0.44314,0.77416,0.40457,0.31056,0.19103,0.11681,1.97861,,4.151,4.287,,
2016,Bulgaria,Central and Eastern Europe,129,4.217,1.11306,0.92542,0.67806,0.21219,0.12793,0.00615,1.15377,,4.104,4.33,,
2016,Mauritania,Sub-Saharan Africa,130,4.201,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955,1.9263,,4.127,4.275,,
2016,Zimbabwe,Sub-Saharan Africa,131,4.193,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582,2.4427,,4.101,4.285,,
2016,Malawi,Sub-Saharan Africa,132,4.156,0.08709,0.147,0.29364,0.4143,0.30968,0.07564,2.82859,,4.041,4.271,,
2016,Sudan,Sub-Saharan Africa,133,4.139,0.63069,0.81928,0.29759,0.0,0.18077,0.10039,2.10995,,3.928,4.35,,
2016,Gabon,Sub-Saharan Africa,134,4.121,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314,1.45332,,4.03,4.212,,
2016,Mali,Sub-Saharan Africa,135,4.073,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647,2.11087,,3.988,4.158,,
2016,Haiti,Latin America and Caribbean,136,4.028,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476,2.37116,,3.893,4.163,,
2016,Botswana,Sub-Saharan Africa,137,3.974,1.09426,0.89186,0.34752,0.44089,0.12425,0.10769,0.96741,,3.875,4.073,,
2016,Comoros,Sub-Saharan Africa,138,3.956,0.27509,0.60323,0.29981,0.15412,0.1827,0.18437,2.25632,,3.86,4.052,,
2016,Ivory Coast,Sub-Saharan Africa,139,3.916,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553,1.97478,,3.826,4.006,,
2016,Cambodia,Southeastern Asia,140,3.907,0.55604,0.5375,0.42494,0.58852,0.40339,0.08092,1.31573,,3.798,4.016,,
2016,Angola,Sub-Saharan Africa,141,3.866,0.84731,0.66366,0.04991,0.00589,0.12071,0.08434,2.09459,,3.753,3.979,,
2016,Niger,Sub-Saharan Africa,142,3.856,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176,2.09469,,3.781,3.931,,
2016,South Sudan,Sub-Saharan Africa,143,3.832,0.39394,0.18519,0.15781,0.19662,0.25899,0.13015,2.50929,,3.596,4.068,,
2016,Chad,Sub-Saharan Africa,144,3.763,0.42214,0.63178,0.03824,0.12807,0.18667,0.04952,2.30637,,3.672,3.854,,
2016,Burkina Faso,Sub-Saharan Africa,145,3.739,0.31995,0.63054,0.21297,0.3337,0.24353,0.12533,1.87319,,3.647,3.831,,
2016,Uganda,Sub-Saharan Africa,145,3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442,1.51416,,3.629,3.849,,
2016,Yemen,Middle East and Northern Africa,147,3.724,0.57939,0.47493,0.31048,0.2287,0.09821,0.05892,1.97295,,3.621,3.827,,
2016,Madagascar,Sub-Saharan Africa,148,3.695,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506,2.15075,,3.621,3.769,,
2016,Tanzania,Sub-Saharan Africa,149,3.666,0.47155,0.77623,0.357,0.3176,0.31472,0.05099,1.37769,,3.561,3.771,,
2016,Liberia,Sub-Saharan Africa,150,3.622,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852,2.23284,,3.463,3.781,,
2016,Guinea,Sub-Saharan Africa,151,3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,2.15604,,3.533,3.681,,
2016,Rwanda,Sub-Saharan Africa,152,3.515,0.32846,0.61586,0.31865,0.5432,0.23552,0.50521,0.96819,,3.444,3.586,,
2016,Benin,Sub-Saharan Africa,153,3.484,0.39499,0.10419,0.21028,0.39747,0.2018,0.06681,2.10812,,3.404,3.564,,
2016,Afghanistan,Southern Asia,154,3.36,0.38227,0.11037,0.17344,0.1643,0.31268,0.07112,2.14558,,3.288,3.432,,
2016,Togo,Sub-Saharan Africa,155,3.303,0.28123,0.0,0.24811,0.34678,0.17517,0.11587,2.1354,,3.192,3.414,,
2016,Syria,Middle East and Northern Africa,156,3.069,0.74719,0.14866,0.62994,0.06912,0.48397,0.17233,0.81789,,2.936,3.202,,
2016,Burundi,Sub-Saharan Africa,157,2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419,2.10404,,2.732,3.078,,
2017,Norway,Western Europe,1,7.53700017929077,1.61646318435669,1.53352355957031,0.796666502952576,0.635422587394714,0.36201223731041,0.315963834524155,2.27702665328979,,,,7.59444482058287,7.47955553799868
2017,Denmark,Western Europe,2,7.52199983596802,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864,2.31370735168457,,,,7.58172806486487,7.46227160707116
2017,Iceland,Western Europe,3,7.50400018692017,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.475540220737457,0.153526559472084,2.32271528244019,,,,7.62203047305346,7.38596990078688
2017,Switzerland,Western Europe,4,7.49399995803833,1.56497955322266,1.51691174507141,0.858131289482117,0.620070576667786,0.290549278259277,0.367007285356522,2.2767162322998,,,,7.56177242040634,7.42622749567032
2017,Finland,Western Europe,5,7.4689998626709,1.44357192516327,1.5402467250824,0.80915766954422,0.617950856685638,0.24548277258873,0.38261154294014,2.4301815032959,,,,7.52754207581282,7.41045764952898
2017,Netherlands,Western Europe,6,7.3769998550415,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.470489829778671,0.282661825418472,2.29480409622192,,,,7.42742584124207,7.32657386884093
2017,Canada,North America,7,7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,2.18726444244385,,,,7.38440283536911,7.24759713411331
2017,New Zealand,Australia and New Zealand,8,7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.614062130451202,0.500005125999451,0.382816702127457,2.0464563369751,,,,7.3795104418695,7.24848981752992
2017,Sweden,Western Europe,9,7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.385399252176285,0.384398728609085,2.09753799438477,,,,7.34409487739205,7.22390496239066
2017,Australia,Australia and New Zealand,10,7.28399991989136,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2.06521081924438,,,,7.35665122494102,7.2113486148417
2017,Israel,Middle East and Northern Africa,11,7.21299982070923,1.37538242340088,1.37628996372223,0.83840399980545,0.405988603830338,0.330082654953003,0.0852421000599861,2.80175733566284,,,,7.27985325649381,7.14614638492465
2017,Costa Rica,Latin America and Caribbean,12,7.0789999961853,1.10970628261566,1.41640365123749,0.759509265422821,0.580131649971008,0.214613229036331,0.100106589496136,2.89863920211792,,,,7.16811166629195,6.98988832607865
2017,Austria,Western Europe,13,7.00600004196167,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.316472321748734,0.221060365438461,2.1385064125061,,,,7.07066981211305,6.94133027181029
2017,United States,North America,14,6.99300003051758,1.54625928401947,1.41992056369781,0.77428662776947,0.505740523338318,0.392578780651093,0.135638788342476,2.2181134223938,,,,7.07465674757957,6.91134331345558
2017,Ireland,Western Europe,15,6.97700023651123,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,0.42785832285881,0.29838815331459,1.77386903762817,,,,7.04335166752338,6.91064880549908
2017,Germany,Western Europe,16,6.95100021362305,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.336269170045853,0.276731938123703,2.01576995849609,,,,7.00538156926632,6.89661885797977
2017,Belgium,Western Europe,17,6.89099979400635,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.231503337621689,0.251343131065369,2.12421035766602,,,,6.95582075044513,6.82617883756757
2017,Luxembourg,Western Europe,18,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,1.61951208114624,,,,6.92368609987199,6.80231373228133
2017,United Kingdom,Western Europe,19,6.71400022506714,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,1.70414352416992,,,,6.78379176110029,6.64420868903399
2017,Chile,Latin America and Caribbean,20,6.65199995040894,1.25278460979462,1.28402495384216,0.819479703903198,0.376895278692245,0.326662421226501,0.0822879821062088,2.50958585739136,,,,6.73925056010485,6.56474934071302
2017,United Arab Emirates,Middle East and Northern Africa,21,6.64799976348877,1.62634336948395,1.26641023159027,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537,1.734703540802,,,,6.72204730376601,6.57395222321153
2017,Brazil,Latin America and Caribbean,22,6.63500022888184,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,2.76926708221436,,,,6.72546950161457,6.5445309561491
2017,Czech Republic,Central and Eastern Europe,23,6.60900020599365,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663,2.45186185836792,,,,6.68386246263981,6.5341379493475
2017,Argentina,Latin America and Caribbean,24,6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.494519203901291,0.109457060694695,0.059739887714386,2.61400532722473,,,,6.69008508607745,6.50791486814618
2017,Mexico,Latin America and Caribbean,25,6.57800006866455,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,2.83715486526489,,,,6.67114890769124,6.48485122963786
2017,Singapore,Southeastern Asia,26,6.57200002670288,1.69227766990662,1.35381436347961,0.949492394924164,0.549840569496155,0.345965981483459,0.46430778503418,1.21636199951172,,,,6.63672306910157,6.50727698430419
2017,Malta,Western Europe,27,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.574730575084686,0.153066068887711,1.55686283111572,,,,6.59839677289128,6.45560312792659
2017,Uruguay,Latin America and Caribbean,28,6.4539999961853,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718,2.17240953445435,,,,6.54590621769428,6.36209377467632
2017,Guatemala,Latin America and Caribbean,29,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.283488392829895,0.0772232785820961,2.89389109611511,,,,6.56687397271395,6.34112601965666
2017,Panama,Latin America and Caribbean,30,6.4520001411438,1.23374843597412,1.37319254875183,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,2.30719995498657,,,,6.55713071614504,6.34686956614256
2017,France,Western Europe,31,6.44199991226196,1.43092346191406,1.38777685165405,0.844465851783752,0.470222115516663,0.129762306809425,0.172502428293228,2.00595474243164,,,,6.51576780244708,6.36823202207685
2017,Thailand,Southeastern Asia,32,6.42399978637695,1.12786877155304,1.42579245567322,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,2.03950834274292,,,,6.50911685571074,6.33888271704316
2017,Taiwan Province of China,Eastern Asia,33,6.42199993133545,1.43362653255463,1.38456535339355,0.793984234333038,0.361466586589813,0.258360475301743,0.0638292357325554,2.1266074180603,,,,6.49459602192044,6.34940384075046
2017,Spain,Western Europe,34,6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,1.92775774002075,,,,6.4710548453033,6.33494491055608
2017,Qatar,Middle East and Northern Africa,35,6.375,1.87076568603516,1.27429687976837,0.710098087787628,0.604130983352661,0.330473870038986,0.439299255609512,1.1454644203186,,,,6.56847681432962,6.18152318567038
2017,Colombia,Latin America and Caribbean,36,6.35699987411499,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451,2.61606812477112,,,,6.45202005416155,6.26197969406843
2017,Saudi Arabia,Middle East and Northern Africa,37,6.3439998626709,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126,2.0654296875,,,,6.44416661202908,6.24383311331272
2017,Trinidad and Tobago,Latin America and Caribbean,38,6.16800022125244,1.36135590076447,1.3802285194397,0.519983291625977,0.518630743026733,0.325296461582184,0.0089648161083459,2.05324745178223,,,,6.38153389066458,5.95446655184031
2017,Kuwait,Middle East and Northern Africa,39,6.10500001907349,1.63295245170593,1.25969874858856,0.632105708122253,0.496337592601776,0.228289797902107,0.215159550309181,1.64042520523071,,,,6.1919569888711,6.01804304927588
2017,Slovakia,Central and Eastern Europe,40,6.09800004959106,1.32539355754852,1.50505924224854,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,2.09777665138245,,,,6.1773484121263,6.01865168705583
2017,Bahrain,Middle East and Northern Africa,41,6.08699989318848,1.48841226100922,1.32311046123505,0.653133034706116,0.536746919155121,0.172668486833572,0.257042169570923,1.65614938735962,,,,6.17898906782269,5.99501071855426
2017,Malaysia,Southeastern Asia,42,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.416608929634094,0.0656007081270218,2.00444889068604,,,,6.17997963652015,5.98802058473229
2017,Nicaragua,Latin America and Caribbean,43,6.07100009918213,0.737299203872681,1.28721570968628,0.653095960617065,0.447551846504211,0.301674216985703,0.130687981843948,2.51393055915833,,,,6.18658360034227,5.95541659802198
2017,Ecuador,Latin America and Caribbean,44,6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.150112465023994,0.140134647488594,2.29035258293152,,,,6.10584767535329,5.91015211865306
2017,El Salvador,Latin America and Caribbean,45,6.00299978256226,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,2.7145938873291,,,,6.108635122329,5.89736444279552
2017,Poland,Central and Eastern Europe,46,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,1.79772281646729,,,,6.05390834122896,5.89209175795317
2017,Uzbekistan,Central and Eastern Europe,47,5.97100019454956,0.786441087722778,1.54896914958954,0.498272627592087,0.658248662948608,0.415983647108078,0.246528223156929,1.81691360473633,,,,6.06553757295012,5.876462816149
2017,Italy,Western Europe,48,5.96400022506714,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.17278964817524,0.0280280914157629,1.81331205368042,,,,6.04273690596223,5.88526354417205
2017,Russia,Central and Eastern Europe,49,5.96299982070923,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,2.20560741424561,,,,6.03027490749955,5.89572473391891
2017,Belize,Latin America and Caribbean,50,5.95599985122681,0.907975316047668,1.08141779899597,0.450191766023636,0.547509372234344,0.240015640854836,0.0965810716152191,2.63195562362671,,,,6.19724231779575,5.71475738465786
2017,Japan,Eastern Asia,51,5.92000007629395,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,1.36322355270386,,,,5.99071944460273,5.84928070798516
2017,Lithuania,Central and Eastern Europe,52,5.90199995040894,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,2.22844052314758,,,,5.98266964137554,5.82133025944233
2017,Algeria,Middle East and Northern Africa,53,5.87200021743774,1.09186446666718,1.1462174654007,0.617584645748138,0.233335807919502,0.0694366469979286,0.146096110343933,2.56760382652283,,,,5.97828643366694,5.76571400120854
2017,Latvia,Central and Eastern Europe,54,5.84999990463257,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,1.99365520477295,,,,5.92026353821158,5.77973627105355
2017,South Korea,Eastern Asia,55,5.83799982070923,1.40167844295502,1.12827444076538,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,1.88037800788879,,,,5.92255902826786,5.7534406131506
